RANKING,NIT,RAZON_SOCIAL,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,CIIU,DESCRIPCION_CIIU,AÑOS_EMPRESA,ACTIVOS_2023,PASIVOS_2023,PATRIMONIO_2023,INGRESOS_OPERACIONALES_2023,UTILIDAD_2023,ACTIVOS_2022,PASIVOS_2022,PATRIMONIO_2022,INGRESOS_OPERACIONALES_2022,UTILIDAD_2022,DIRECCION,TELEFONO,CELULAR,EMAIL,SUPERVISOR
8113,900482123,DISANMOTOS S.A.S.,68,SANTANDER,68001,BUCARAMANGA,4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,12.06570841889117,17278102000.0,13379965000.0,3898137000.0,26845484000.0,351101000.0,18459397000.0,13829534000.0,4629863000.0,25176064000.0,591904000.0,CRA 18 # 18-30 BRR SAN FRANCISCO,3102591330,3102591330,coordinador.adminitrativo@grupocamacho.com.co,SUPERSOCIEDADES
8114,900096520,MAAKAL COLOMBIA SA ,05,ANTIOQUIA,05001,MEDELLÍN,4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,17.557837097878167,16517332000.0,14032717000.0,2484615000.0,26842844000.0,1122581000.0,14119379000.0,12757345000.0,1362034000.0,30496326000.0,903827000.0,CR 42  3 SUR 81 TORRE 2 OF 1320,6042477,3105140430,jmario@maakal.com,SUPERSOCIEDADES
8115,830088784,COMERCIALIZADORA DULCENEV S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",22.611909650924023,7770569000.0,5854391000.0,1916178000.0,26834362000.0,110639000.0,6276533000.0,4636789000.0,1639744000.0,31400162000.0,194283000.0,CRA 52 C43 11 SUR,2382919,3132638994,dulcenev@hotmail.com,SUPERSOCIEDADES
8116,800238326,LIMOR DE COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",29.412731006160165,26025167000.0,15705956000.0,10319211000.0,26833712000.0,1592691000.0,27700705000.0,18974185000.0,8726520000.0,23097650000.0,5232602000.0,VIA SOACHA SIBATE 300 MTS DESPUES DEL DESVIO,6016201023,3114777016,gmojica@limorcolombia.com,SUPERSOCIEDADES
8117,891101201,COOPERATIVA DE TRANSPORTADORES DE GIGANTE LIMITADA COOTRANSGIGANTE LTDA,41,HUILA,41306,GIGANTE,4731,Comercio al por menor de combustible para automotores,,7778964699.0,2420698873.0,5358265826.0,26833183109.0,305592699.0,7366370120.0,1937829610.0,5428540510.0,22264145355.0,629454990.0,,,,,SUPERTRANSPORTE
8118,860354098,PRODUCCIONES WILLVIN S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6010,Actividades de programación y transmisión en el servicio de radiodifusión sonora,37.15537303216975,44558577000.0,19282344000.0,25276233000.0,26832612000.0,74376000.0,44699046000.0,21925035000.0,22774011000.0,29485140000.0,1196064000.0,CL 56 37 34,6012220001,3102422060,DCARDENAS@RADIOPOLIS.FM,SUPERSOCIEDADES
8119,805025355,NEXURA INTERNACIONAL SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",13.404517453798768,23309082000.0,10209731000.0,13099351000.0,26821632000.0,3208078000.0,19012811000.0,8173173000.0,10839638000.0,23799932000.0,2378538000.0,CL 29 6 94,3907195,3003655693,operaciones@nexura.com,SUPERSOCIEDADES
8120,805000082,SOCIEDAD PRIVADA DEL ALQUILER SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,28.856947296372347,23472137000.0,16297991000.0,7174146000.0,26821532000.0,758849000.0,20505483000.0,14090186000.0,6415297000.0,20999604000.0,1288703000.0,AV 5AN 22N 28,3157796175,3157796175,francisco.serna@spagrupoinmobiliario.com,SUPERSOCIEDADES
8121,901260104,ECOPULPACK SAS,25,CUNDINAMARCA,25817,TOCANCIPÁ,1709,Fabricación de otros artículos de papel y cartón,4.84599589322382,21015838000.0,21002207000.0,13631000.0,26818494000.0,-2245519000.0,22625225000.0,20286544000.0,2338681000.0,28728264000.0,-4004454000.0,KM 2 VIA BRICEÑO ZIPQUIRA PARQUE INDUSTRIAL TIBITOC BG1,6018785206,3212597182,contabilidad@ecopulpack.co,SUPERSOCIEDADES
8122,900066868,COL HUELLAS SAS,76,VALLE DEL CAUCA,76892,YUMBO,1522,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel",17.924709103353866,9692128000.0,2812119000.0,6880009000.0,26818114000.0,1852605000.0,10017330000.0,3453438000.0,6563892000.0,25161620000.0,911435000.0,CL 13 32 98,6023868184,3176394880,colhuellas@colhuellas.co,SUPERSOCIEDADES
8123,901291566,MANUFACTURAS E INSUMOS ENZO S.A.S,25,CUNDINAMARCA,25473,MOSQUERA,1522,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel",,15584722000.0,10769716000.0,4815006000.0,26817850000.0,864476000.0,20470238000.0,16519708000.0,3950530000.0,27605448000.0,802588000.0,,,,,SUPERSOCIEDADES
8124,900423649,SIGMA CONSTRUCCIONES S.A.S.,05,ANTIOQUIA,05045,APARTADÓ,4220,Construcción de proyectos de servicio público,12.774811772758385,25869364000.0,20439701000.0,5429663000.0,26817342000.0,1163370000.0,30408653000.0,26271624000.0,4137029000.0,23801824000.0,1128063000.0,CR 101A NRO. 99 20 OFI 201,8152390,3136290361,info@gruposigma.co,SUPERSOCIEDADES
8125,901069380,FULL STACK LABS COLOMBIA SAS,08,ATLÁNTICO,08001,BARRANQUILLA,6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",6.584531143052704,6177579000.0,3768407000.0,2409172000.0,26807896000.0,1382162000.0,3734353000.0,2707343000.0,1027010000.0,14490136000.0,36429000.0,CRA 53 80 198 P 17 OFIC 114,3002560308,3002560308,jaina@fullstacklabs.co,SUPERSOCIEDADES
8126,800256605,ZABALETA GARCIA & CIA S EN C,13,BOLÍVAR,13836,TURBACO,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",27.342915811088297,5992050000.0,2829330000.0,3162720000.0,26806328000.0,238819000.0,6291480000.0,3367579000.0,2923901000.0,26166320000.0,188422000.0,AV PASTRANA # 23-82,6638808,3017049998,hasmelb@hotmail.com,SUPERSOCIEDADES
8127,802024079,HENAO PUGLIESE SAS,08,ATLÁNTICO,08001,BARRANQUILLA,4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,19.704312114989733,20408242000.0,13763586000.0,6644656000.0,26796560000.0,975441000.0,14376177000.0,8706962000.0,5669215000.0,21180958000.0,670023000.0,CRA 53 78 78 LOCAL 45,6053225651,3205420269,contabilidad@henaopugliese.com,SUPERSOCIEDADES
8128,901257092,MAGROCARNES DE ORIENTE S.A.S.,05,ANTIOQUIA,05376,LA CEJA,1011,Procesamiento y conservación de carne y productos cárnicos,4.862422997946612,2780610000.0,1650483000.0,1130127000.0,26793884000.0,256526000.0,2179830000.0,1306229000.0,873601000.0,21881204000.0,227866000.0,CR 22 14 69,5684540,3104532086,mategomezhe@hotmail.com,SUPERSOCIEDADES
8129,830042822,IMPROBELL SAS ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4690,Comercio al por mayor no especializado,26.187542778918548,18111378000.0,9280029000.0,8831349000.0,26792044000.0,1574582000.0,15476137000.0,8219370000.0,7256767000.0,21945396000.0,1318924000.0,CALLE 23G 111 63,2980500,3004375423,contabilidad@meicys.com.co,SUPERSOCIEDADES
8130,900975025,ASFALTOS MEDELLIN SAS,05,ANTIOQUIA,05001,MEDELLÍN,4210,Construcción de carreteras y vías de ferrocarril,7.6331279945242985,8094377000.0,5176738000.0,2917639000.0,26791560000.0,629372000.0,7530474000.0,5242207000.0,2288267000.0,21589390000.0,57638000.0,CALLE 31 F 100 10 INT 101,3128424623,3145818908,administracion@asfaltosmedellin.com,SUPERSOCIEDADES
8131,890306215,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,8621,"Actividades de la práctica médica, sin internación",,35479108000.0,6306506000.0,29172602000.0,26773328000.0,-2061587000.0,36521981000.0,5298277000.0,31223704000.0,26494734000.0,-145148000.0,,,,,SUPERSALUD
8132,800250626,OXIGENADOS Y DERIVADOS SAS   ,05,ANTIOQUIA,05360,ITAGÜÍ,2011,Fabricación de sustancias y productos químicos básicos,29.089664613278575,16599158000.0,4257571000.0,12341587000.0,26771876000.0,2694613000.0,16726428000.0,7079454000.0,9646974000.0,25484900000.0,2540188000.0,CRA 42 24 32 AUT SUR,4449785,3013712898,oxider@une.net.co,SUPERSOCIEDADES
8133,860600095,FEHRMANN S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",37.83983572895277,22147556000.0,6958691000.0,15188865000.0,26767188000.0,1796326000.0,23747455000.0,10354917000.0,13392538000.0,22866256000.0,1082501000.0,AUT MEDELLIN KM 2.5  900 MTS ENTRADA PARCELAS C IND CIEM OIKOS OCCID. BOD 70 -71 -72,6012878047,3114803365,dirfinanciera@fehrmannsa.com,SUPERSOCIEDADES
8134,890111966,SOCIEDAD DE TRANSPORTADORES URBANOS DEL ATLANTICO S.A. SOBUSA S A,08,ATLÁNTICO,08758,SOLEDAD,4731,Comercio al por menor de combustible para automotores,,21782435102.0,12770410943.0,9012024159.0,26766027180.0,1695386438.0,19536266103.0,11321239982.0,8215026121.0,23948687928.0,899324106.0,,,,,SUPERTRANSPORTE
8135,900805477,FRIGORIFICO DE PORCINOS DEL VALLE SAS,76,VALLE DEL CAUCA,76892,YUMBO,1011,Procesamiento y conservación de carne y productos cárnicos,9.089664613278575,75259718000.0,41115552000.0,34144166000.0,26764156000.0,1709407000.0,71569666000.0,39134905000.0,32434761000.0,20734888000.0,531354000.0,LOTE TERRENO EL SINAI O EL AGUACATE AREA RURAL MUNICIPIO DE LA VICTORIA,3154857154,3154857154,contabilidad@frigopork.com,SUPERSOCIEDADES
8136,900078306,ARONA GRUPO EMPRESARIAL SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil,17.848049281314168,20662577000.0,6092386000.0,14570191000.0,26759548000.0,1418923000.0,20911240000.0,7759972000.0,13151268000.0,22502200000.0,1078083000.0,AV CALLE 26 69D 91 OF 301,4500881,3102475529,arona grupoempresariialsa@gmail.com,SUPERSOCIEDADES
8137,901311142,DISTRIBUIDORA AVANZA SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4631,Comercio al por mayor de productos alimenticios,,14542343000.0,13828607000.0,713736000.0,26746732000.0,225027000.0,14582810000.0,14094101000.0,488709000.0,34055968000.0,166687000.0,,,,,SUPERSOCIEDADES
8138,900511756,LE CABRERA SOCIEDAD POR ACCIONES SIMPLIFICADA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",5611,Expendio a la mesa de comidas preparadas,11.764544832306639,7682458000.0,4026703000.0,3655755000.0,26744376000.0,2007017000.0,4104224000.0,2155487000.0,1948737000.0,18349116000.0,1107989000.0,CARRERA 12A 83 21,6016232082,3002885985,CABRERARESTAURANTE@GMAIL.COM,SUPERSOCIEDADES
8139,860076008,PARQUE INDUSTRIAL MALAMBO S.A.,08,ATLÁNTICO,08433,MALAMBO,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,43.68240930869268,144966642000.0,23210401000.0,121756241000.0,26741600000.0,6080775000.0,142189102000.0,26513637000.0,115675465000.0,23806868000.0,2347335000.0,KM 3 VIA MALAMBO SABANAGRANDE,6053478500,3158991055,notificaciones@pimsa.com.co,SUPERSOCIEDADES
8140,900589732,ATC COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática",10.899383983572895,14785653000.0,11253070000.0,3532583000.0,26733992000.0,849087000.0,17140642000.0,14457146000.0,2683496000.0,31463864000.0,1187065000.0,BOGOTA,3112060807,3104404130,victor.rodriguez@atcpro.com,SUPERSOCIEDADES
8141,900074348,SUMICORP LTDA,25,CUNDINAMARCA,25214,COTA,4690,Comercio al por mayor no especializado,17.82067077344285,17654150000.0,11928516000.0,5725634000.0,26733948000.0,264932000.0,17185420000.0,11671445000.0,5513975000.0,25501936000.0,208783000.0,Aut Bog-Med Km 2 3 Costado Sur Cen Empresarial Clic 80 Bg 5 Y 6,6740786,3108776641,felipe.duran@sumicorp.com,SUPERSOCIEDADES
8142,830118667,ATI ASISTENCIA TECNICA INDUSTRIAL SAS,15,BOYACÁ,15238,DUITAMA,3514,Comercialización de energía eléctrica,20.763860369609855,11975008000.0,6140258000.0,5834750000.0,26729410000.0,2370728000.0,9592674000.0,6128652000.0,3464022000.0,22640386000.0,2244022000.0,CL 16 14-41 OF 1107,7626820,3175103768,contabilidad@ati.net.co,SUPERSOCIEDADES
8143,830035136,ERASMUS SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,27.173169062286107,22067901000.0,14013029000.0,8054872000.0,26726844000.0,822922000.0,21314018000.0,14082068000.0,7231950000.0,24992332000.0,1144064000.0,DG 40A 18 09,4864030,3204014252,info@erasmus.com.co,SUPERSOCIEDADES
8144,900407999,SUPERMERCAO DEL CENTRO SAS EN REORGANIZACION EMPRESARIAL,17,CALDAS,17001,MANIZALES,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",12.950034223134839,4846281000.0,4849486000.0,-3205000.0,26724392000.0,92806000.0,5452549000.0,5056687000.0,395862000.0,27070570000.0,588244000.0,CR 22 28 30,8847346,3148771063,contadorspcentro@gmail.com,SUPERSOCIEDADES
8145,832003419,PRODUCTOS LA CARRETA LTDA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",1040,Elaboración de productos lácteos,,10523233000.0,6298797000.0,4224436000.0,26719004000.0,2418588000.0,9030767000.0,6224919000.0,2805848000.0,23956492000.0,53169000.0,VIA PARCELAS COTA KM 0.5 COMPLEJO LOG.INDUSTRIAL LA CARRETA BG 7,8776472,3118113013,administracion@productoslacarreta.com,SUPERSOCIEDADES
8146,800247852,COMPAÑIA OPERADORA PORTUARIA CAFETERA S A,76,VALLE DEL CAUCA,76109,BUENAVENTURA,5224,Manipulación de carga,,11684527000.0,3974167000.0,7710360000.0,26695052000.0,2023228000.0,10047580000.0,3578354000.0,6469226000.0,20515183000.0,782095000.0,,,,,SUPERTRANSPORTE
8147,901400946,CAMIONES Y EQUIPOS DEL CAFÉ SAS,63,QUINDÍO,63001,ARMENIA,4511,Comercio de vehículos automotores nuevos,3.40041067761807,54162455000.0,53975415000.0,187040000.0,26692504000.0,-1502016000.0,62870548000.0,61181492000.0,1689056000.0,40877244000.0,1290019000.0,KM 4 ZONA INDUSTRIAL EL CAIMO,7454526,3216471319,dircompraslogistica@emo.com.co,SUPERSOCIEDADES
8148,800041607,JARRIS S.A.S,68,SANTANDER,68001,BUCARAMANGA,5612,Expendio por autoservicio de comidas preparadas,35.36755646817249,5242234000.0,3722107000.0,1520127000.0,26692234000.0,340801000.0,5243263000.0,4063937000.0,1179326000.0,22963844000.0,327046000.0,CL 85 # 25-116,6076363636,3134339310,contabilidad@jarris.com.co,SUPERSOCIEDADES
8149,901014055,MARCLOR SAS,68,SANTANDER,68001,BUCARAMANGA,4690,Comercio al por mayor no especializado,7.255304585900069,11369012000.0,8239546000.0,3129466000.0,26686410000.0,605668000.0,13317842000.0,10794044000.0,2523798000.0,43478232000.0,463155000.0,CL 73 41 W 12 BG 27 PROVINCIA DE SOTO 2,6958855,3202200066,arnold.ramirez09@gmail.com,SUPERSOCIEDADES
8150,800237677,CARGA Y PAQUETES S.A.S. Y PODRA USAR COMO DISTINTIVO COMERCIAL LA EXPRESION CARGUESA,05,ANTIOQUIA,05360,ITAGÜÍ,5229,Otras actividades complementarias al transporte,,14232302323.0,6556676749.0,7675625574.0,26685310861.0,-161391570.0,16067838652.0,8230821510.0,7837017142.0,30049790613.0,1307823982.0,,,,,SUPERTRANSPORTE
8151,800172301,TRASEGAR SAS,05,ANTIOQUIA,05001,MEDELLÍN,4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,31.33196440793977,18856011000.0,6214979000.0,12641032000.0,26682988000.0,1104443000.0,19233523000.0,7696467000.0,11537056000.0,23952080000.0,1804035000.0,CALLE 18 65 17,6042658486,3006170002,medellin@trasegar.com,SUPERSOCIEDADES
8152,900075108,IMAGROUP COLOMBIA SAS,05,ANTIOQUIA,05001,MEDELLÍN,8230,Organización de convenciones y eventos comerciales,17.83709787816564,27045006000.0,9952123000.0,17092883000.0,26679588000.0,1025896000.0,19473620000.0,9406633000.0,10066987000.0,31359954000.0,2690280000.0,CL 42B 63C 20,3125057756,3125057756,contabilidad@imagroupcolombia.com,SUPERSOCIEDADES
8153,900445684,ALIMENTOS Y VINOS DE ESPAÑA SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4690,Comercio al por mayor no especializado,12.563997262149213,21760221000.0,14934912000.0,6825309000.0,26679308000.0,1421508000.0,18434546000.0,13030745000.0,5403801000.0,36015272000.0,945161000.0,KRA 89 18 72 CASA 50  SAN JOAQUIN II,6411309,3045604609,alimentosyvinos@hotmail.com,SUPERSOCIEDADES
8154,901249158,GLOBALLOGIC COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",4.930869267624915,6251063000.0,4020708000.0,2230355000.0,26677884000.0,524353000.0,4707588000.0,3001586000.0,1706002000.0,20280094000.0,1105345000.0,AK 15 100 43 OF 602,7432726,3164198912,hcontabilidad@globallogic.com,SUPERSOCIEDADES
8155,830121507,INGEBYP SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil,20.591375770020534,14501137000.0,5105028000.0,9396109000.0,26671880000.0,1474745000.0,13517113000.0,4495749000.0,9021364000.0,19160110000.0,749402000.0,CR 68D No 25B 86,6017561194,3152958783,contabilidadingebypsas@gmail.com,SUPERSOCIEDADES
8156,800012080,MUNDIAL DE FILTROS Y ACEITES SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",36.440793976728266,15944305000.0,3208889000.0,12735416000.0,26665284000.0,2794852000.0,15612960000.0,5672396000.0,9940564000.0,25973080000.0,3177740000.0,CR 1 30 57,6024441025,3168760903,mundialdefiltros@yahoo.com,SUPERSOCIEDADES
8157,800032484,BIOCHEM FARMACEUTICA DE COLOMBIA S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",35.879534565366185,48158305000.0,11958450000.0,36199855000.0,26661788000.0,1040730000.0,47704248000.0,12545123000.0,35159125000.0,24970846000.0,1465243000.0,CR  22 166 66,7453535,3118203252,contabilidad@biochemfarmaceutica.com,SUPERSOCIEDADES
8158,900294794,COMITE DE ESTUDIOS   MEDICOS S.A.S,05,ANTIOQUIA,05001,MEDELLÍN,8699,Otras actividades de atención de la salud humana,,18914283000.0,13728571000.0,5185712000.0,26655233000.0,1224460000.0,9976619000.0,5598958000.0,4377661000.0,17249055000.0,2036176000.0,,,,,SUPERSALUD
8159,800227103,FLORES EL ALJIBE S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0125,Cultivo de flor de corte,29.83709787816564,9679827000.0,6799970000.0,2879857000.0,26653704000.0,641087000.0,10258957000.0,8020187000.0,2238770000.0,25395312000.0,1236763000.0,CALLE 97 23 60 OF 702 TORRE PROKSOL,7036618,3102996850,floreselaljibe@floreselaljibe.com,SUPERSOCIEDADES
8160,901192913,DISTRIBUCIONES EL DESCUENTO SAS,66,RISARALDA,66001,PEREIRA,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",5.514031485284052,12835734000.0,6400372000.0,6435362000.0,26646912000.0,801371000.0,13000977000.0,7366986000.0,5633991000.0,25844952000.0,785463000.0,CR  9 15 34,3443390,3185393538,distribuidoraeldescuento@hotmail.com,SUPERSOCIEDADES
8161,800094521,ANDALUCIA DISEÑO Y CONSTRUCCIONES SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4111,Construcción de edificios residenciales,33.83983572895277,72444651000.0,29932006000.0,42512645000.0,26640500000.0,559551000.0,71868371000.0,32315287000.0,39553084000.0,43451048000.0,1312542000.0,CL 110 9 25 OF 1704,6016264215,3153159562,contabilidad@andalucia.com.co,SUPERSOCIEDADES
8162,901240462,PLANETA DE AGOSTINI FORMACION COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8551,Formación para el trabajo,5.149897330595483,8470797000.0,5629517000.0,2841280000.0,26638716000.0,-940166000.0,9542769000.0,5761323000.0,3781446000.0,22619572000.0,485661000.0,CALLE 76 11 35,4325454,3134196163,juridico@planeta.com.co,SUPERSOCIEDADES
8163,900028095,COMPRESSED NATURAL GAS COLOMBIA S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores,18.579055441478438,9360701000.0,1398272000.0,7962429000.0,26634052000.0,1028710000.0,9473864000.0,1540145000.0,7933719000.0,25924602000.0,2015594000.0,Cl 109 No. 18C-17 Of 304,6017454570,3005235304,cngas@cngas.com.co,SUPERSOCIEDADES
8164,860353776,CONDICOL CO S A S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4631,Comercio al por mayor de productos alimenticios,37.544147843942504,16745410000.0,4911672000.0,11833738000.0,26624896000.0,4842578000.0,10276225000.0,3285065000.0,6991160000.0,18961912000.0,3254887000.0,CALLE 128A 53 40,6170728,3102291676,hholguin@condicol.com,SUPERSOCIEDADES
8165,830088602,INGENIERIA COLOMBIANA Y ALQUILER DE MAQUINARIA INGECOLMAQ SAS ,25,CUNDINAMARCA,25175,CHÍA,7730,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",22.510609171800137,27570035000.0,21224033000.0,6346002000.0,26618422000.0,528147000.0,41559189000.0,35741334000.0,5817855000.0,23433208000.0,79746000.0,KM 1.5 VIA CHIA CAJICA CE OXUS OF 412 KM 1.5 VIA CHIA CAJICA CE OXUS OF 412,8158270,3158004407,contabilidad@ingecolmaq.com,SUPERSOCIEDADES
8166,900987153,DIAMOND SUPPLIES & LOGISTICS SAS,85,CASANARE,85250,PAZ DE ARIPORO,4731,Comercio al por menor de combustible para automotores,,7295378000.0,4582082000.0,2713296000.0,26618009000.0,396191000.0,4797755000.0,2480651000.0,2317104000.0,18182872000.0,212259000.0,,,,,SUPERTRANSPORTE
8167,860034714,PROCALCULO PROSIS SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4741,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",51.1047227926078,50401368000.0,44240994000.0,6160374000.0,26616742000.0,803088000.0,14996373000.0,9626103000.0,5370270000.0,17052900000.0,771232000.0,CL 90 13A 20 PISO 4,6017451145,3203338227,impuestos@procalculo.com,SUPERSOCIEDADES
8168,830090037,SERVITAC SAS SERVICIOS DE ALQUILER Y TRANSPORTE ALVARADO Y CUESTA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4921,Transporte de pasajeros,,25542793351.0,10514307702.0,15028485649.0,26608888110.0,4845393421.0,19221501957.0,9053855733.0,10167646224.0,26213269411.0,4071555602.0,,,,,SUPERTRANSPORTE
8169,890900625,INDUSTRIAS PLASTICAS MM S.A.S,05,ANTIOQUIA,05360,ITAGÜÍ,2229,Fabricación de artículos de plástico n.c.p.,58.69952087611225,24174331000.0,6512483000.0,17661848000.0,26608772000.0,4185634000.0,22529472000.0,8706963000.0,13822509000.0,27386132000.0,1356216000.0,CR 42 46 110,3245900295,3245900295,contabilidad@plasticasmm.com.co,SUPERSOCIEDADES
8170,900687442,ENCOFRADOS ALISPLY DE COLOMBIA S.A.S,05,ANTIOQUIA,05001,MEDELLÍN,7730,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",9.99315537303217,36971015000.0,3102997000.0,33868018000.0,26604074000.0,353563000.0,39571849000.0,40703489000.0,-1131640000.0,16288587000.0,-6443683000.0,CR 43 B 16 41 OF 1103,6042972472,3157523890,jaime.restrepo@alsina.com,SUPERSOCIEDADES
8171,800134939,SERVICREDITO SA,05,ANTIOQUIA,05001,MEDELLÍN,6499,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",32.47091033538672,86926141000.0,62441786000.0,24484355000.0,26594614000.0,1602424000.0,89649931000.0,70194407000.0,19455524000.0,20017928000.0,1274616000.0,Calle 27 46 70 LOCAL 245,4446373,3004609650,direccioncontable@servicredito.com.co,SUPERSOCIEDADES
8172,900403139,INVERSIONES LA LOLITA S.A.S,47,MAGDALENA,47001,SANTA MARTA,0122,Cultivo de plátano y banano,13.043121149897331,56684784000.0,12633995000.0,44050789000.0,26592042000.0,918329000.0,44574470000.0,5573109000.0,39001361000.0,24810896000.0,1188236000.0,TRONCAL DEL CARIBE KM 2 VIA A GAIRA,4209964,3205690920,info@grupoagrovid.com,SUPERSOCIEDADES
8173,900272513,POLLOPLUS CI SAS,68,SANTANDER,68001,BUCARAMANGA,0145,Cría de aves de corral,15.378507871321013,3024209000.0,1947413000.0,1076796000.0,26584534000.0,269927000.0,2913154000.0,2106285000.0,806869000.0,21724036000.0,216281000.0,CL 37 8 23 BARRIO ALFONSO LOPEZ,6076569056,3174336064,contabilidad@polloplus.com,SUPERSOCIEDADES
8174,900619381,REPRESENTACIONES Y DISTRIBUCIONES FB SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",10.76249144421629,11652641000.0,9673291000.0,1979350000.0,26581084000.0,380790000.0,8075887000.0,6477327000.0,1598560000.0,26232928000.0,321838000.0,CRA 18 N 12 80,3416347,3507478016,comercializadorafbsas@gmail.com,SUPERSOCIEDADES
8175,901509115,DIRECCION INVERSION Y ASESORIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8211,Actividades combinadas de servicios administrativos de oficina,2.412046543463381,2793959000.0,456391000.0,2337568000.0,26576400000.0,236804000.0,3493042000.0,1392278000.0,2100764000.0,40636420000.0,1229638000.0,CL 85 A 28 B 52,6012560979,3105639088,asesoria.sas.digital@outlook.es,SUPERSOCIEDADES
